"","x"
"9495",4
"9496",0
"9497",4
"9498",3
"9499",2
"9500",4
"9501",0
"9502",9
"9503",17
"9504",11
"9505",3
"9506",1
"9507",0
"9508",1
"9509",2
"9510",9
"9511",0
"9512",11
"9513",0
"9514",7
"9515",2
"9516",16
"9517",4
"9518",1
"9519",32
"9520",0
"9521",1
"9522",0
"9523",2
"9524",9
"9525",11
"9526",6
"9527",0
"9528",6
"9529",2
"9530",9
"9531",0
"9532",2
"9533",14
"9534",22
"9535",5
"9536",1
"9537",9
"9538",11
"9539",4
"9540",6
"9541",1
"9542",1
"9543",0
"9544",7
"9545",5
"9546",0
"9547",3
"9548",7
"9549",2
"9550",8
"9551",5
"9552",8
"9553",0
"9554",8
"9555",2
"9556",3
"9557",0
"9558",13
"9559",5
"9560",4
"9561",13
"9562",0
"9563",1
"9564",3
"9565",6
"9566",17
"9567",3
"9568",19
"9569",2
"9570",24
"9571",6
"9572",0
"9573",0
"9574",1
"9575",5
"9576",3
"9577",0
"9578",9
"9579",5
"9580",1
"9581",9
"9582",3
"9583",4
"9584",4
"9585",8
"9586",0
"9587",6
"9588",4
"9589",12
"9590",1
"9591",1
"9592",0
"9593",16
"9594",1
"9595",1
"9596",0
"9597",6
"9598",5
"9599",2
"9600",1
"9601",5
"9602",5
"9603",27
"9604",2
"9605",6
"9606",12
"9607",4
"9608",13
"9609",14
"9610",4
"9611",0
"9612",1
"9613",4
"9614",0
"9615",12
"9616",6
"9617",11
"9618",0
"9619",0
"9620",7
"9621",1
"9622",4
"9623",0
"9624",5
"9625",11
"9626",3
"9627",8
"9628",5
"9629",0
"9630",2
"9631",37
"9632",10
"9633",0
"9634",4
"9635",0
"9636",15
"9637",1
"9638",1
"9639",4
"9640",0
"9641",1
"9642",1
"9643",9
"9644",14
"9645",0
"9646",3
"9647",18
"9648",3
"9649",11
"9650",9
"9651",2
"9652",1
"9653",2
"9654",0
"9655",4
"9656",5
"9657",22
"9658",0
"9659",1
"9660",6
"9661",1
"9662",2
"9663",11
"9664",4
"9665",10
"9666",1
"9667",4
"9668",10
"9669",0
"9670",5
"9671",0
"9672",2
"9673",23
"9674",0
"9675",11
"9676",13
"9677",3
"9678",0
"9679",29
"9680",1
"9681",5
"9682",7
"9683",1
"9684",0
"9685",0
"9686",0
"9687",8
"9688",2
"9689",2
"9690",12
"9691",17
"9692",0
"9693",6
"9694",2
"9695",1
"9696",0
"9697",26
"9698",10
"9699",0
"9700",9
"9701",9
"9702",0
"9703",6
"9704",9
"9705",3
"9706",1
"9707",0
"9708",2
"9709",1
"9710",0
"9711",28
"9712",17
"9713",6
"9714",0
"9715",15
"9716",40
"9717",2
"9718",10
"9719",14
"9720",13
"9721",0
"9722",1
"9723",26
"9724",16
"9725",9
"9726",1
"9727",1
"9728",1
"9729",12
"9730",5
"9731",24
"9732",5
"9733",0
"9734",3
"9735",14
"9736",11
"9737",0
"9738",12
"9739",2
"9740",6
"9741",1
"9742",7
"9743",2
"9744",10
"9745",2
"9746",20
"9747",0
"9748",2
"9749",4
"9750",18
"9751",0
"9752",20
"9753",1
"9754",21
"9755",6
"9756",2
"9757",10
"9758",14
"9759",3
"9760",2
"9761",2
"9762",10
"9763",14
"9764",5
"9765",0
"9766",4
"9767",1
"9768",0
"9769",3
"9770",33
"9771",1
"9772",2
"9773",4
"9774",0
"9775",16
"9776",2
"9777",1
"9778",0
"9779",13
"9780",5
"9781",1
"9782",7
"9783",1
"9784",2
"9785",7
"9786",7
"9787",24
"9788",0
"9789",12
"9790",2
"9791",2
"9792",2
"9793",0
"9794",3
"9795",10
"9796",0
"9797",11
"9798",14
"9799",2
"9800",6
"9801",3
"9802",5
"9803",3
"9804",2
"9805",1
"9806",11
"9807",3
"9808",12
"9809",2
"9810",1
"9811",0
"9812",26
"9813",3
"9814",1
"9815",6
"9816",5
"9817",1
"9818",0
"9819",0
"9820",9
"9821",1
"9822",11
"9823",33
"9824",2
"9825",5
"9826",3
"9827",2
"9828",0
"9829",4
"9830",3
"9831",4
"9832",0
"9833",2
"9834",16
"9835",0
"9836",12
"9837",6
"9838",15
"9839",0
"9840",1
"9841",20
"9842",6
"9843",0
"9844",6
"9845",33
"9846",2
"9847",0
"9848",2
"9849",0
"9850",14
"9851",7
"9852",3
"9853",5
"9854",1
"9855",6
"9856",8
"9857",8
"9858",17
"9859",24
"9860",3
"9861",7
"9862",1
"9863",7
"9864",1
"9865",7
"9866",3
"9867",1
"9868",11
"9869",0
"9870",5
"9871",2
"9872",2
"9873",4
"9874",0
"9875",8
"9876",8
"9877",2
"9878",0
"9879",2
"9880",7
"9881",9
"9882",19
"9883",5
"9884",20
"9885",1
"9886",35
"9887",7
"9888",4
"9889",1
"9890",3
"9891",0
"9892",0
"9893",7
"9894",21
"9895",21
"9896",9
"9897",0
"9898",4
"9899",21
"9900",3
"9901",3
"9902",1
"9903",2
"9904",1
"9905",20
"9906",5
"9907",8
"9908",15
"9909",0
"9910",14
"9911",22
"9912",9
"9913",3
"9914",23
"9915",6
"9916",0
"9917",1
"9918",0
"9919",17
"9920",0
"9921",2
"9922",6
"9923",27
"9924",17
"9925",0
"9926",0
"9927",16
"9928",4
"9929",33
"9930",3
"9931",9
"9932",10
"9933",0
"9934",9
"9935",5
"9936",6
"9937",5
"9938",14
"9939",0
"9940",1
"9941",2
"9942",5
"9943",2
"9944",2
"9945",26
"9946",12
"9947",8
"9948",26
"9949",0
"9950",0
"9951",0
"9952",0
"9953",11
"9954",13
"9955",0
"9956",4
"9957",31
"9958",0
"9959",24
"9960",3
"9961",11
"9962",4
"9963",0
"9964",5
"9965",15
"9966",3
"9967",8
"9968",17
"9969",3
"9970",4
"9971",4
"9972",2
"9973",4
"9974",2
"9975",5
"9976",2
"9977",17
"9978",12
"9979",19
"9980",7
"9981",7
"9982",3
"9983",0
"9984",13
"9985",7
"9986",1
"9987",1
"9988",3
"9989",17
"9990",1
"9991",2
"9992",11
"9993",0
"9994",0
"9995",43
"9996",2
"9997",16
"9998",5
"9999",11
"10000",34
